#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321AD1051
#Date Time: 2022-12-04 15:44:12.413
#Sample rate: 800000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X
#Channel 2: Range: 500 mV/div Offset: 0 V Attenuation: 1 X

Time (s),Channel 1 (V),Channel 2 (V)
-0.0049925,0.2718159461220245,0.503572487866327
-0.00499125,0.278587937350369,0.509618386372652
-0.00499,0.2721545456834412,0.5133131021265187
-0.00498875,0.2701229483149389,0.5207025336342419
-0.0049875,0.2657211540165154,0.5247331326384564
-0.00498625,0.2755405412976142,0.5294354981433734
-0.004985,0.2674141518236013,0.5364890464007488
-0.00498375,0.2643667557708479,0.5395119956539084
-0.0049825,0.2640281562094294,0.5462296606609339
-0.00498125,0.2647053553322647,0.5522755591672578
-0.00498,0.266736952700767,0.5569779246721727
-0.00497875,0.2684299505078568,0.5610085236763899
-0.0049775,0.276894939543283,0.567054422182709
-0.00497625,0.2758791408590314,0.5724285541883283
-0.004975,0.2782493377889518,0.576795036442894
-0.00497375,0.2724931452448593,0.581497401947811
-0.0049725,0.2684299505078548,0.5875433004541299
-0.00497125,0.2731703443676938,0.5919097827086984
-0.00497,0.2718159461220271,0.5962762649632669
-0.00496875,0.2765563399818657,0.602322163469586
-0.0049675,0.2752019417361956,0.6070245289745048
-0.00496625,0.2721545456834422,0.6110551279787174
-0.004965,0.2806195347188721,0.615085726982932
-0.00496375,0.2728317448062766,0.6207957422389025
-0.0049625,0.2657211540165154,0.626505757494873
-0.00496125,0.2677527513850176,0.6305363564990857
-0.00496,0.2680913509464358,0.6352387220040046
-0.00495875,0.2748633421747787,0.6396052042585721
-0.0049575,0.2724931452448593,0.6436358032627848
-0.00495625,0.2762177404204486,0.6496817017691066
-0.004955,0.271815946122025,0.6530405342726187
-0.00495375,0.2809581342802894,0.658414666278238
-0.0049525,0.2772335391047019,0.6621093820320997
-0.00495125,0.2724931452448593,0.6661399810363158
-0.00495,0.27012294831494,0.6711782297915816
-0.00494875,0.2724931452448593,0.6738652957943937
-0.0049475,0.2711387469991886,0.6799111943007173
-0.00494625,0.266736952700767,0.68394179330493
-0.004945,0.263350957086595,0.6869647425580908
-0.00494375,0.271815946122025,0.6906594583119542
